Restaurant,Food,Category,Calories,Total Fat (g),Saturated Fat (g),Sodium (mg),Carbs (g),Sugar (g),Protein (g),Fiber (g),Has_wheat,Has_soy,Has_milk,Has_egg,Has_peanut,Has_treenut,Has_fish,Has_shellfish,Has_sesame
Olive Garden,Spinach Artichoke Dip,Appetizer,730,81,21,2440,75,8,33,7,2,1,2,1,0,0,0,1,0
Olive Garden,Lasagna Fritta,Appetizer,680,76,31,1800,75,6,39,5,2,2,2,2,0,0,0,1,0
Olive Garden,Toasted Ravioli,Appetizer,685,33,10,1550,73,7,25,4,2,2,2,2,0,0,0,1,0
Olive Garden,Meatballs Parmigiana,Appetizer,1040,83,40,2800,27,5,51,6,2,2,2,2,0,0,0,0,0
Olive Garden,Breadsticks,Appetizer,280,5,1,920,50,2,8,1,2,2,0,0,0,0,0,0,0
Olive Garden,Breadsticks + Marinara,Appetizer,350,9.5,0,1560,58,7,10,3,2,2,0,0,0,0,0,0,0
Olive Garden,Breadsticks + 5 Cheese Marinara,Appetizer,480,22,10,1570,59,7,13,2,2,2,2,0,0,0,0,0,0
Olive Garden,Breadsticks + Alfredo,Appetizer,720,48,28,1520,55,3,16,1,2,2,2,0,0,0,0,0,0
Olive Garden,Minestrone Soup,Side,110,10,1,810,17,4,5,4,2,2,0,0,0,0,0,0,0
Olive Garden,Chicken & Gnocchi Soup,Side,230,12,4.5,1290,22,4,11,1,2,2,2,2,0,0,0,0,0
Olive Garden,Pasta e Faglioli,Side,150,5,2,710,16,4,8,3,2,2,2,0,0,0,0,0,0
Olive Garden,Zuppa Toscana,Side,220,15,7,790,15,2,7,2,2,2,2,0,0,0,0,0,0
Olive Garden,House Salad,Side,150,10,1.5,770,13,4,3,2,2,2,2,2,0,0,0,0,0
Olive Garden,Fettucine Alfredo,Entree,1310,90,55,1210,95,5,30,4,2,2,2,0,0,0,0,0,0
Olive Garden,Chicken Parmigiana,Entree,1020,51,14,3300,80,13,64,7,2,2,2,1,0,0,0,1,0
Olive Garden,Lasagna Classico,Entree,940,55,30,2260,61,11,54,6,2,2,2,0,0,0,0,0,0
Olive Garden,Five Cheese Ziti,Entree,1170,69,36,2440,98,16,46,6,2,2,2,0,0,0,0,0,0
Olive Garden,Eggplant Parmigiana,Entree,1070,58,14,2440,108,20,35,11,2,2,2,1,0,0,0,1,0
Olive Garden,Cheese Ravioli - Marinara,Entree,750,38,19,2370,63,8,41,5,2,2,2,2,0,0,0,0,0
Olive Garden,Cheese Ravioli - Meat Sauce,Entree,860,46,24,2190,65,11,50,4,2,2,2,2,0,0,0,0,0
Olive Garden,Grilled Chicken Alfredo,Entree,1570,95,56,2290,96,6,81,5,2,0,2,0,0,0,0,0,0
Olive Garden,Crispy Chicken Alfredo,Entree,1790,114,57,2670,123,7,70,6,2,0,2,0,0,0,0,0,0
Olive Garden,Spaghetti with Meatballs,Entree,560,27,2.5,2110,92,17,49,7,2,2,2,2,0,0,0,0,0
Olive Garden,Spaghetti with Marinara,Entree,490,12,1,1290,83,13,15,6,2,2,0,0,0,0,0,0,0
Olive Garden,Spaghetti with Meat Sauce,Entree,640,22,7,1050,85,17,26,4,2,2,0,0,0,0,0,0,0
Olive Garden,Shrimp Scampi,Entree,490,18,7,1120,52,5,29,4,2,2,2,0,0,0,0,2,0
Olive Garden,Stuffed Chicken Marsala,Entree,1400,77,36,2580,112,12,55,4,2,2,2,0,0,0,0,0,0
Olive Garden,Shrimp Carbonara,Entree,1180,81,46,1650,63,10,54,4,2,2,2,0,0,0,0,2,0
Olive Garden,Chicken Tortelloni Alfredo,Entree,1980,131,76,3720,95,9,112,5,2,2,2,2,0,0,0,0,0
Olive Garden,Ravioli Carbonara,Entree,1390,104,63,2660,63,6,53,3,2,2,2,2,0,0,0,0,0
Olive Garden,Shrimp Alfredo,Entree,1470,93,55,1620,96,6,63,4,2,0,2,0,0,0,0,2,0
Olive Garden,Chicken & Shrimp Carbonara,Entree,1370,91,47,2050,75,10,64,3,2,2,2,0,0,0,0,2,0
Olive Garden,Chicken Scampi,Entree,1050,41,16,2470,106,8,49,5,2,2,2,0,0,0,0,0,0
Olive Garden,Seafood Alfredo,Entree,1450,93,55,1690,97,5,56,4,2,2,2,0,0,0,0,2,0
Olive Garden,Grilled Chicken Margherita,Entree,650,39,11,2120,15,5,65,6,2,2,2,0,0,0,0,0,0
Olive Garden,6 oz Sirloin,Entree,980,62,36,1840,49,3,57,2,2,2,2,0,0,0,0,0,0
Olive Garden,Herb-Grilled Salmon,Entree,610,45,11,1360,9,3,45,4,0,0,2,0,0,0,2,0,0
Chili's,Chips and Salsa,Appetizer,910,45,7,1920,113,5,13,8,0,0,0,0,0,0,0,0,0
Chili's,Chips and Guacamole,Appetizer,1150,67,11,2710,127,7,16,18,0,0,0,0,0,0,0,0,0
Chili's,Chips and Southwestern Queso,Appetizer,1360,83,31,3970,125,11,33,9,0,0,2,0,0,0,0,0,0
Chili's,Chips and Skillet Beef Queso,Appetizer,1340,77,26,4560,129,13,35,10,2,0,2,0,0,0,0,0,0
Chili's,Buffalo Bone-In Wings,Appetizer,960,72,12,3330,7,4,74,1,0,0,2,2,0,0,2,0,0
Chili's,House BBQ Bone-In Wings,Appetizer,1120,68,12,2470,53,48,75,1,0,0,2,2,0,0,0,0,0
Chili's,Honey Chipotle Bone-In Wings,Appetizer,1140,69,12,2500,61,45,74,1,0,0,2,2,0,0,0,0,0
Chili's,Nashville Hot Bone-In Wings,Appetizer,1160,90,16,2730,13,7,76,13,0,0,2,2,0,0,0,0,0
Chili's,Buffalo Boneless Wings,Appetizer,900,64,11,3380,45,4,36,3,2,0,2,2,0,0,2,0,0
Chili's,Honey BBQ Boneless Wings,Appetizer,1040,61,10,2500,88,45,37,3,2,0,2,2,0,0,0,0,0
Chili's,Honey Chipotle Boneless Wings,Appetizer,1090,61,10,2600,101,46,36,3,2,0,2,2,0,0,0,0,0
Chili's,Nashville Hot Boneless Wings,Appetizer,1160,89,15,3090,54,7,39,2,2,0,2,2,0,0,0,0,0
Chili's,Fried Mozzarella,Appetizer,920,55,27,2950,59,8,48,6,2,0,2,2,0,0,0,0,0
Chili's,Honey Chipotle Fried Mozzarella,Appetizer,1410,97,34,3520,87,30,50,4,2,0,2,2,0,0,0,0,0
Chili's,Nashville Hot Fried Mozzarella,Appetizer,1430,110,36,3680,60,8,51,4,2,0,2,2,0,0,0,0,0
Chili's,Southwestern Eggrolls,Appetizer,1020,49,13,2850,109,12,37,11,2,2,2,2,0,0,0,0,0
Chili's,Big Mouth Bites,Appetizer,1200,75,25,2190,78,19,57,3,2,2,2,2,0,0,0,0,0
Chili's,Texas Cheese Fries,Appetizer,1780,122,52,3870,101,5,72,8,0,0,2,2,0,0,0,0,0
Chili's,Chicken Enchilada Soup,Side,200,12,4,620,11,2,10,1,2,2,2,0,0,0,0,0,0
Chili's,House Salad + Ranch,Side,290,23,5.5,570,14,5,6,1,2,0,2,2,0,0,0,0,0
Chili's,Big QP Burger,Entree,890,56,25,1680,47,12,51,2,2,2,2,0,0,0,0,0,0
Chili's,Big Smasher Burger,Entree,950,64,24,1440,49,14,47,2,2,2,2,2,0,0,0,0,0
Chili's,Oldtimer Burger,Entree,850,53,23,1200,45,10,49,2,2,2,2,0,0,0,0,0,0
Chili's,Bacon Cheeseburger,Entree,1120,78,31,1730,44,10,63,1,2,2,2,2,0,0,0,0,0
Chili's,Santa Fe Burger,Entree,930,62,24,1290,48,11,49,4,2,2,2,2,0,0,0,0,0
Chili's,Bacon Rancher Burger,Entree,1710,122,50,2630,49,13,107,2,2,2,2,2,0,0,0,0,0
Chili's,Mushroom Swiss Burger,Entree,1000,67,25,1020,51,14,53,4,2,2,2,2,0,0,0,0,0
Chili's,Veggie Santa Fe Burger,Entree,640,31,8,1410,74,14,28,13,2,2,2,2,0,0,0,0,0
Chili's,Half Rack Ribs,Entree,1130,73,28,1650,54,49,68,1,0,0,0,0,0,0,0,0,0
Chili's,Big Crispy Chicken Sandwich,Entree,860,50,9,1950,61,10,43,1,2,2,1,2,0,0,0,0,0
Chili's,Buffalo Chicken Ranch Sandwich,Entree,840,45,8,3930,66,12,45,3,2,2,2,2,0,0,2,0,0
Chili's,Deluxe Grilled Chicken Sandwich,Entree,780,45,12,1670,46,11,50,3,2,2,2,2,0,0,0,0,0
Chili's,Deluxe Big Crispy Chicken Sandwich,Entree,1030,62,15,2170,64,12,56,2,2,2,2,2,0,0,0,0,0
Chili's,Chicken Bacon Ranch Quesadilla,Entree,1670,124,42,3500,71,11,70,2,2,2,2,2,0,0,0,0,0
Chili's,Brisket Quesadilla,Entree,1610,119,43,2750,86,24,53,2,2,2,2,2,0,0,0,0,0
Chili's,Crispy Chicken Crispers,Entree,1140,67,11,5350,76,27,58,4,2,0,0,0,0,0,2,0,0
Chili's,Honey Chipotle Crispy Crispers,Entree,1460,80,13.5,4760,131,63,58,3,2,0,2,2,0,0,0,0,0
Chili's,Nashville Hot Crispy Crispers,Entree,1580,120,20.5,5560,65,8,61,3,2,0,2,2,0,0,0,0,0
Chili's,Chicken Fajitas,Entree,1090,50,21.5,3490,78,15,84,9,2,0,2,0,0,0,0,0,0
Chili's,Steak Fajitas,Entree,1180,62,26,3160,80,16,79,7,2,0,2,0,0,0,0,0,0
Chili's,Shrimp Fajitas,Entree,920,48,21.5,3590,77,14,47,7,2,0,2,0,0,0,0,2,0
Chili's,Fajita Trio,Entree,1180,58,24,4290,80,15,93,8,2,0,2,0,0,0,0,2,0
Chili's,Fresh Mex Bowl,Entree,880,42,10,2610,80,9,46,7,0,0,2,2,0,0,0,0,0
Chili's,Classic Sirloin,Entree,390,18,6,950,2,1,54,0,0,2,2,0,0,0,0,0,0
Chili's,Classic Ribeye,Entree,620,39,17,1440,0,0,67,0,0,2,2,0,0,0,0,0,0
Chili's,Surf & Turf Sirloin,Entree,450,20,7,1760,3,1,66,0,0,2,2,0,0,0,0,2,0
Chili's,Surf & Turf Ribeye,Entree,690,41,17,2250,1,0,78,0,0,2,2,0,0,0,0,2,0
Chili's,Guiltless Sirloin,Entree,450,20,6,1310,9,3,59,3,0,0,2,0,0,0,0,0,0
Chili's,Margarita Grilled Chicken,Entree,640,14,2.5,2660,61,7,69,8,0,2,0,0,0,0,0,0,0
Chili's,Chipotle Fresh Mex Bowl,Entree,880,42,10,2610,80,9,46,7,0,2,2,2,0,0,0,0,0
Chili's,Ancho Salmon,Entree,590,31,5,1770,40,3,48,5,0,0,2,0,0,0,2,0,0
Chili's,Santa Fe Salad,Entree,530,34,5,1570,24,7,35,6,0,2,2,2,0,0,0,0,0
Chili's,Santa Fe Crispers Salad,Entree,770,56,9,2140,42,7,28,6,2,2,2,2,0,0,0,0,0
Chili's,Quesadilla Explosion Salad,Entree,1180,77,25,2270,65,14,58,6,2,2,2,0,0,0,0,0,0
Chili's,Quesadilla Explosion Crispers Salad,Entree,1420,100,29,2850,82,14,51,6,2,2,2,0,0,0,0,0,0
Chili's,Chicken Cajun Pasta,Entree,1160,51,21,3550,109,5,64,8,2,2,2,0,0,0,0,0,0
Chili's,Shrimp Cajun Pasta,Entree,1070,50,21,3480,108,5,46,7,2,2,2,0,0,0,0,2,0
Chili's,Ultimate Cajun Pasta,Entree,1230,53,21,4350,110,5,76,8,2,2,2,0,0,0,0,2,0
Red Lobster,Shrimp Cocktail,Appetizer,180,4,1,1180,10,1,23,1,0,0,0,0,0,0,0,2,0
Red Lobster,Parrot Isle Coconut Shrimp,Appetizer,360,41,11,910,55,20,20,5,2,2,2,0,0,2,0,2,0
Red Lobster,Popcorn Shrimp,Appetizer,450,51,5,1300,55,12,33,2,2,2,2,2,0,0,1,2,0
Red Lobster,Calamari,Appetizer,1000,70,0,2070,44,5,47,1,2,2,2,2,0,0,0,2,0
Red Lobster,Bacon-Wrapped Sea Scallops,Appetizer,450,37,8,1400,9,6,23,1,0,2,2,1,0,0,0,2,0
Red Lobster,Seafood-Stuffed Mushrooms,Appetizer,360,23,9,1000,17,5,24,2,2,2,2,2,0,0,2,2,0
Red Lobster,Seafood-Stuffed Mushrooms with Crab Topping,Appetizer,530,34,14,1620,24,6,33,2,2,2,2,2,0,0,2,2,0
Red Lobster,Crispy Dragon Shrimp,Appetizer,1010,72,9,2010,67,22,25,4,2,2,2,2,0,0,0,2,0
Red Lobster,Mozzarella Sticks,Appetizer,730,41,13,2130,58,7,31,4,2,2,2,2,0,0,0,1,0
Red Lobster,Lobster Dip,Appetizer,890,35,15,1910,82,7,30,9,2,2,2,1,0,0,0,2,0
Red Lobster,Crab Queso,Appetizer,930,56,21,2100,76,5,31,8,0,2,2,1,0,0,0,2,0
Red Lobster,Lobster Flatbread,Appetizer,800,38,14,2310,77,8,30,9,2,2,2,1,0,0,0,2,0
Red Lobster,Cheddar Bay Biscuits,Appetizer,960,60,30,2880,96,2,18,2,2,2,2,0,0,0,0,0,0
Red Lobster,Live Maine Lobster,Entree,440,34,21,290,1,0,33,0,0,0,2,0,0,0,0,2,0
Red Lobster,Maine Lobster Tail,Entree,420,41,22,780,1,0,13,0,0,2,2,0,0,0,0,2,0
Red Lobster,Rock Lobster Tail,Entree,480,41,23,1160,2,0,27,1,0,2,2,0,0,0,0,2,0
Red Lobster,Crispy Dragon Teriyaki Lobster,Entree,360,19,2,1740,32,10,16,1,2,2,1,2,0,0,0,2,2
Red Lobster,Walt's Favorite Shrimp,Entree,260,10,1,1560,31,9,10,2,2,1,2,2,0,0,0,2,0
Red Lobster,Shrimp Linguini Alfredo,Entree,1010,60,25,2150,78,4,37,5,2,2,2,0,0,0,0,2,0
Red Lobster,Lobster & Shrimp Linguini,Entree,1240,74,34,3190,85,5,63,7,2,2,2,0,0,0,0,2,0
Red Lobster,Crab Carbonara,Entree,1730,126,46,4210,84,6,72,7,2,2,2,0,0,0,0,2,0
Red Lobster,Cajun Chicken Linguini Alfredo,Entree,1190,64,25,3170,86,5,62,3,2,2,2,0,0,0,0,0,0
Red Lobster,Lobsterfest Boil,Entree,2030,143,87,4810,106,15,85,15,0,1,2,0,0,0,0,2,0
Red Lobster,Mariner's Boil,Entree,1920,142,87,4140,103,14,63,14,0,1,2,0,0,0,0,2,0
Red Lobster,Sailor's Boil,Entree,3130,247,111,4720,133,14,91,14,0,1,2,0,0,0,0,2,0
Red Lobster,Crab Your Way,Entree,910,59,23,3780,56,6,42,6,0,1,2,0,0,0,0,2,0
Red Lobster,Atlantic Salmon,Entree,510,34,6,680,1,0,47,0,0,1,2,0,0,0,2,0,0
Red Lobster,Salmon New Orleans,Entree,1160,77,17,1180,9,2,102,2,0,2,2,0,0,0,2,2,0
Red Lobster,Fish & Chips,Entree,1660,100,11,3740,148,25,39,12,2,2,2,2,0,0,2,1,0
Red Lobster,6 oz Filet Mignon,Entree,260,14,4,850,1,1,34,1,0,0,2,0,0,0,0,0,0
Red Lobster,7 oz Sirloin,Entree,320,15,4,980,1,0,46,0,0,0,2,0,0,0,0,0,0
Red Lobster,Crunch-Fried Flounder,Entree,1170,74,9,3130,78,3,44,2,2,1,2,2,0,0,2,1,0
Red Lobster,Parmesan-Crusted Chicken,Entree,650,35,19,1620,34,4,47,1,2,1,2,2,0,0,0,1,0
Red Lobster,Crispy Chicken Tenders,Entree,690,54,7,1150,29,8,25,0,2,1,2,2,0,0,1,1,0
Red Lobster,Lobster Bisque,Entree,630,52,15,1520,27,9,11,0,2,1,2,0,0,0,2,2,0
Red Lobster,New England Clam Chowder,Entree,470,30,17,1350,22,7,15,1,2,2,2,0,0,0,2,2,0
Red Lobster,Shrimp & Sausage Jambalaya,Entree,1020,62,16,3820,81,6,35,6,2,2,2,0,0,0,0,2,0
Red Lobster,Bacon Cheeseburger,Entree,940,57,22,1900,43,7,62,3,2,0,2,2,0,0,0,0,2
Red Lobster,Crunch-Fried Flounder Sandwich,Entree,1690,85,14,4150,190,28,40,13,2,2,2,2,0,0,2,0,2
Red Lobster,Southwest Shrimp Bowl,Entree,700,45,12,2320,53,10,24,4,2,2,2,2,0,0,0,2,0
Red Lobster,Sesame-Soy Salmon Bowl,Entree,1120,58,12,2410,86,28,62,12,2,2,2,0,0,0,2,0,2
Red Lobster,Grilled Shrimp,Entree,250,7,1,1130,29,1,16,1,2,2,2,0,0,0,0,2,0
Red Lobster,Garlic Shrimp Scampi,Entree,220,18,3,970,3,1,12,1,0,2,2,0,0,0,0,2,0
CPK,Ciabatta Baguette,Appetizer,180,13,2,210,15,0,3,0,2,1,0,0,0,1,0,0,0
CPK,White Corn Chips + Guac,Appetizer,770,51,7,560,79,5,10,18,1,1,1,1,1,1,1,1,1
CPK,Spinach Artichoke Dip,Appetizer,1060,58,16,1240,106,5,24,15,2,2,2,0,0,0,0,0,0
CPK,Avocado Club Egg Rolls,Appetizer,1240,82,21,1960,62,24,63,6,2,2,2,2,1,1,2,1,1
CPK,Spicy Buffalo Chicken Bites,Appetizer,790,56,21,3570,37,9,34,2,2,2,2,2,1,1,2,1,2
CPK,Spicy Buffalo Cauliflower Bites,Appetizer,720,54,17,2010,49,13,11,5,1,2,2,2,1,1,2,1,2
CPK,Dynamite Shrimp,Appetizer,680,48,8,1750,41,15,21,4,1,2,2,2,1,1,1,2,2
CPK,Schezwan Chicken Dumplings,Appetizer,340,8,1,1340,45,11,19,2,2,2,2,2,1,1,1,1,2
CPK,Mexican Street Corn,Appetizer,440,21,8,850,53,10,13,3,2,2,2,2,0,0,1,2,0
CPK,Chinese Vegetables Lettuce Wrap,Appetizer,380,17,1.5,3170,52,33,11,11,2,2,0,0,0,0,0,1,2
CPK,Chicken Lettuce Wrap,Appetizer,570,26,3,3660,45,31,40,7,2,2,0,0,0,0,0,1,2
CPK,Shrimp Lettuce Wrap,Appetizer,430,17,2,3480,45,31,29,7,2,2,0,0,0,0,0,2,2
CPK,BBQ Chicken Chopped Salad,Appetizer,660,42,10,930,47,10,29,8,1,2,2,2,1,1,2,1,1
CPK,Classic Caesar,Appetizer,330,26,5,550,16,4,9,4,2,2,2,2,0,1,0,0,0
CPK,Charcuterie Salad,Appetizer,1270,101,22,1500,44,10,42,8,1,1,2,2,1,2,1,1,2
CPK,Steakhouse Salad,Appetizer,720,53,15,1000,29,12,33,5,1,1,2,1,1,1,1,1,1
CPK,California Cobb Salad,Appetizer,510,39,9,960,12,5,27,5,0,2,2,2,0,0,2,0,0
CPK,Italian Chopped Salad,Appetizer,500,41,8,970,12,4,24,3,0,0,2,0,0,0,0,0,0
CPK,Thai Crunch Salad,Appetizer,550,34,4,800,40,21,27,7,2,2,1,2,2,1,1,1,2
CPK,Korean Crispy Dumpling Salad,Appetizer,420,20,3,1080,48,23,13,4,2,2,2,2,1,1,1,1,2
CPK,Banh Mi Bowl,Appetizer,490,31,4.5,660,31,9,26,8,0,2,0,0,0,0,0,0,2
CPK,Tomato Basil Bisque,Appetizer,270,20,6,750,20,13,3,2,2,2,2,0,0,1,0,0,0
CPK,Dakota Smashed Pea + Barley,Appetizer,170,0,0,650,33,3,11,2,2,2,0,0,0,0,0,0,0
CPK,Sedona Tortilla Soup,Appetizer,260,17,9,670,25,4,3,3,1,1,2,1,1,1,1,1,1
CPK,Original BBQ Chicken Pizza,Entree,190,5,2.5,480,25,3,11,1,2,1,2,1,0,0,0,0,0
CPK,California Veggie Pizza,Entree,160,5,2,370,24,3,8,2,2,1,2,1,1,1,1,1,1
CPK,California Club Pizza,Entree,240,11,3.5,550,24,1,12,2,2,2,2,2,0,0,0,0,0
CPK,Wild Mushroom Pizza,Entree,120,7,3,260,8,0,5,0,1,1,2,2,0,0,0,0,0
CPK,Pepperoni Pizza,Entree,190,7,3,460,22,1,8,1,2,1,2,1,0,0,0,0,0
CPK,Pizza Margherita,Entree,220,10,4.5,440,22,1,9,1,2,1,2,1,0,0,0,0,0
CPK,Hawaiian Pizza,Entree,180,4.5,2,440,24,3,11,1,2,1,2,1,0,0,0,0,0
CPK,Mushroom Pepperoni Sausage,Entree,200,8,3.5,500,23,1,9,1,2,1,2,1,0,0,0,0,0
CPK,Five Cheese + Fresh Tomato,Entree,200,8,5,480,22,1,10,1,2,1,2,1,0,0,0,0,0
CPK,The Works Pizza,Entree,210,9,3.5,550,24,2,9,1,2,1,2,1,0,0,0,0,0
CPK,Neapolitan Burrata Pizza,Entree,220,11,4,390,24,2,6,1,2,1,2,1,0,0,0,0,0
CPK,Thai Chicken Pizza,Entree,210,7,2,470,26,4,11,2,2,1,2,1,2,1,0,0,2
CPK,Spicy Chipotle Chicken Pizza,Entree,220,10,4,470,24,2,11,1,2,2,2,2,0,0,0,0,0
CPK,Carne Asada Pizza,Entree,230,10,4.5,420,23,1,12,1,2,2,2,1,0,1,0,0,0
CPK,Tostada Pizza,Entree,190,7,2.5,380,27,2,7,2,2,2,2,2,1,1,2,1,1
CPK,Sicilian Pizza,Entree,250,11,4.5,610,25,2,13,1,2,1,2,1,0,0,0,0,0
CPK,Burnt Ends BBQ Pizza,Entree,200,7,3,520,24,3,10,1,2,1,2,1,0,0,0,0,0
CPK,Tomato Basil Spaghetti,Entree,950,52,4.5,1640,104,11,20,10,2,1,1,1,1,1,1,1,1
CPK,Bolognese Spaghetti,Entree,900,48,19,2050,88,12,27,5,2,1,2,1,1,1,1,1,1
CPK,Garlic Cream Fettucine,Entree,1260,84,45,1280,97,6,30,6,2,1,2,1,1,1,1,1,1
CPK,Braised Short Rib Ragu,Entree,1350,81,30,2390,112,8,42,8,2,2,2,2,1,1,1,1,1
CPK,Jambalaya Linguini Fini,Entree,1230,71,19,2340,94,10,58,8,2,2,2,1,1,1,1,2,1
CPK,Chicken Tequila Fettucine,Entree,1240,68,34,1810,116,8,45,9,2,2,2,1,1,1,1,1,1
CPK,Shrimp Scampi Zucchini,Entree,480,26,11,1030,30,5,27,4,2,1,2,1,1,1,1,2,1
CPK,Kung Pao Spaghetti,Entree,890,37,3.5,1600,112,13,28,9,2,2,1,1,2,1,1,1,2
CPK,Kung Pao Chicken Spaghetti,Entree,1030,41,4,1750,122,13,43,9,2,2,1,1,2,1,1,1,2
CPK,Kung Pao Shrimp Spaghetti,Entree,1030,41,4,1850,122,13,44,9,2,2,1,1,2,1,1,2,2
CPK,Cedar Plank Salmon,Entree,650,34,8,640,35,12,52,4,0,0,2,0,0,0,2,0,0
CPK,Chicken Piccata,Entree,1030,56,20,2080,73,5,55,4,2,1,2,1,0,1,1,0,0
CPK,West Coast Burger,Entree,1520,94,35,4110,110,23,50,6,2,2,2,2,1,1,1,1,1
CPK,California Club Sandwich - Chicken,Entree,570,30,5,1200,51,2,23,5,2,0,2,2,0,1,0,0,0
CPK,California Club Sandwich - Turkey,Entree,540,26,4.5,1300,50,2,23,5,2,0,2,2,0,1,0,0,0
CPK,BBLT,Entree,520,26,11,1020,52,3,18,3,2,1,2,0,0,1,0,0,0
CPK,Meditarranean Hummus Sandwich,Entree,630,36,8,2150,59,2,18,6,2,1,2,0,0,1,0,0,2
CPK,Banh Mi Sandwich,Entree,460,21,3,940,50,3,17,3,2,2,0,2,0,1,0,0,2
CPK,Muffaletta,Entree,660,34,11,1530,50,2,30,3,2,2,2,2,0,1,0,0,0
Noodles & Company,Buttery Parmesan Noodles,Entree,760,35,15,480,98,6,22,4,2,0,2,2,0,0,0,0,0
Noodles & Company,Basil Pesto Cavatappi,Entree,420,20,7,520,51,4,12,5,2,0,2,0,0,0,0,0,0
Noodles & Company,Roasted Garlic Cream Tortelloni,Entree,770,38,19,2400,72,7,36,5,2,2,2,2,0,0,0,0,0
Noodles & Company,Pasta Fresca,Entree,640,18,3.5,1130,101,9,20,8,2,0,2,0,0,0,0,0,0
Noodles & Company,Japanese Pan Noodles,Entree,640,12,4,2010,114,22,20,6,2,2,0,0,0,0,0,0,2
Noodles & Company,Pad Thai,Entree,1040,42,8,2020,143,44,20,4,0,0,0,2,2,0,2,0,0
Noodles & Company,Chili Garlic Ramen,Entree,820,31,17,2850,111,3,23,1,2,2,2,2,0,0,0,2,2
Noodles & Company,Steak Stroganoff,Entree,1220,68,27,1610,118,13,44,7,2,2,2,2,0,0,0,0,0
Noodles & Company,Spaghetti & Meatballs,Entree,960,46,17,1430,102,16,34,3,2,0,2,0,0,0,0,0,0
Noodles & Company,Chicken Parmesan,Entree,940,32,12,1840,115,15,52,8,2,2,2,0,0,0,0,0,0
Noodles & Company,Crispy Chicken Bacon Alfredo,Entree,1150,59,38,1840,105,7,50,10,2,2,2,0,0,0,0,0,0
Noodles & Company,Lemon Garlic Shrimp Scampi,Entree,1050,59,26,1300,102,7,32,10,2,0,2,0,0,0,0,2,0
Noodles & Company,Cajun Shrimp Fettucine,Entree,1050,57,28,1670,98,9,37,9,2,0,2,0,0,0,0,2,0
Noodles & Company,Chipotle Chicken Cavatappi,Entree,1180,58,29,1770,107,13,53,7,2,0,2,0,0,0,0,0,0
Noodles & Company,Rigatoni Rosa with Parmesan Chicken,Entree,900,31,11,1670,113,12,45,13,2,2,2,0,0,0,0,0,0
Noodles & Company,Spicy Korean Steak Noodles,Entree,960,25,4,3400,150,44,31,3,2,2,0,2,0,0,0,0,2
Noodles & Company,Indonesian Peanut Chicken Saute,Entree,1070,33,6,2350,146,37,46,9,2,2,0,0,2,0,0,0,2
Noodles & Company,Creamy Cheddar Mac,Entree,1050,43,23,1910,120,10,46,5,2,0,2,0,0,0,0,0,0
Noodles & Company,Buffalo Chicken Ranch Mac,Entree,1380,64,25,3830,136,12,66,7,2,2,2,2,0,0,0,0,0
Noodles & Company,Garlic Bacon Crunch Mac,Entree,1290,63,28,2310,128,10,55,6,2,0,2,0,0,0,0,0,0
Noodles & Company,Pulled Pork BBQ Mac,Entree,1240,49,22,2580,137,21,63,6,2,0,2,0,0,0,0,0,0
